Title,Authors,Link,Abstract,Citations,AI/ML Research?,Survey?,RecSys?,Mamba?,Published in,Conference
"A Hierarchical Framework for Interpretable, Safe, and Specialised Deep Reinforcement Learning",A Abbas- 2024 - arrow.tudublin.ie,https://arrow.tudublin.ie/ittthedoc/17/,"Safety-critical systems, which are crucial for human safety and the environment, are difficultto control and operate. Traditional controllers need precise models of these complex systems…",,,,,,,
U-Net Encapsulated Transformer for Reducing Dimensionality in Training Large Language Models,"MJ Ignacio,YG Kim, H Jin, S Yu - ACM Transactions on Intelligent Systems and … - dl.acm.org",https://dl.acm.org/doi/abs/10.1145/3735653,"Training language models from scratch presents a critical challenge in Natural LanguageProcessing (NLP), primarily due to the computational demands of pre-trained Large Language …",Related articles,,,,,,
CleanUMamba: A Compact Mamba Network for Speech Denoising using Channel Pruning,"S Groot,Q Chen,JC van Gemert,C Gao- arXiv preprint arXiv:2410.11062, 2024 - arxiv.org",https://arxiv.org/abs/2410.11062,"This paper presents CleanUMamba, a time-domain neural network architecture designedfor real-time causal audio denoising directly applied to raw waveforms. CleanUMamba …",,,,,,,
Characterization of large language model development in the datacenter,"Q Hu,Z Ye,Z Wang, G Wang,M Zhang… - … USENIX Symposium on …, 2024 - usenix.org",https://www.usenix.org/conference/nsdi24/presentation/hu,"… Understanding and improving failure tolerant training for deep learning recommendationwith partial recovery. In Proceedings of Machine Learning and Systems, MLSys ’21, 2021. …",,,,,,,
Graph-mamba: Towards long-range graph sequence modeling with selective state spaces,"C Wang, O Tsepa,J Ma,B Wang- arXiv preprint arXiv:2402.00789, 2024 - arxiv.org",https://arxiv.org/abs/2402.00789,"Attention mechanisms have been widely used to capture long-range dependencies amongnodes in Graph Transformers. Bottlenecked by the quadratic computational cost, attention …",,,,,,,
Mamba Fusion: Learning Actions Through Questioning,"A Beedu,Z Dong, J Sheinkopf… - ICASSP 2025-2025 IEEE …, 2025 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10888933/,"… Zhang, “Musechat: A conversational music recommendation system for videos,” in Proceedingsof the IEEE/CVF Conference on Computer Vision and Pattern Recognition, 2024, pp. 12 …",Related articles,,,,,,
Multimodal Extraction of Proofs and Theorems from the Scientific Literature,S Mishra- 2024 - hal.science,https://hal.science/tel-04665528/,This thesis examines the extraction of mathematical statements and proofs from scholarly PDFarticles by approaching it as a multimodal classification challenge. It is part of the broader …,,,,,,,
Enhancing Heart Rate Prediction with Mamba and Simple-Attention Modules for Early Warning in Exercise,"H Zhang, Q Zhan, Z Wang… - 2024 5th International …, 2024 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10762452/,"According to incomplete statistics, over 500,000 people in China die from sudden cardiacdeath annually, with one of the most common triggers being sudden cardiac arrest during …",Related articles,,,,,,
Text-Guided Vision Mamba for Alzheimer's Disease Prediction UsingF-FDG PET,"D Zhou, Y Chen, Y Liu, B Jiang - International Conference on Brain …, 2024 - Springer",https://link.springer.com/chapter/10.1007/978-981-96-2885-8_2,… European association of nuclear medicine and european academy of neurologyrecommendations for the use of brain 18f-fluorodeoxyglucose positron emission tomography in …,Related articles,,,,,,
P-mamba: Marrying perona malik diffusion with mamba for efficient pediatric echocardiographic left ventricular segmentation,"Z Ye,T Chen,F Wang,H Zhang,L Zhang- arXiv preprint arXiv …, 2024 - arxiv.org",https://arxiv.org/abs/2402.08506,"… Kuznetsova, “Recommendations for cardiac chamber quantification by echocardiographyin adults: an update from the american society of echocardiography and the european …",,,,,,,
Quantum Time-index Models with Reservoir for Time Series Forecasting,"W Qiao, J Zhao,P Zhang- Proceedings of the 31st ACM SIGKDD …, 2025 - dl.acm.org",https://dl.acm.org/doi/abs/10.1145/3690624.3709228,"The time-index models are a class of time series forecasting models that map time-indexfeatures to forecasts in continuous space. Compared to the historical-value models, the time-…",Related articles,,,,,,
Tribe Graph Enhanced Bidirectional Mamba for Multivariate Time Series Forecasting,"Y Zhao, H Zhang, J Ye, S Zhao… - ICASSP 2025-2025 …, 2025 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10889482/,"… Caverlee, “Mamba4rec: Towards efficient sequential recommendation with selectivestate space models,” arXiv preprint arXiv:2403.03900, 2024. [12] Y. Liu, T. …",Related articles,,,,,,
Towards a systems theory of algorithms,"F Dörfler,Z He,G Belgioioso… - IEEE Control …, 2024 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10540567/,"Traditionally, numerical algorithms are seen as isolated pieces of code confined to an insilico existence. However, this perspective is inappropriate for many modern computational …",,,,,,,
Is Long Range Sequential Modeling Necessary For Colorectal Tumor Segmentation?,"A Srivastava, K Biswas,G Durak, G Ozden… - arXiv preprint arXiv …, 2025 - arxiv.org",https://arxiv.org/abs/2502.07120,"Segmentation of colorectal cancer (CRC) tumors in 3D medical imaging is both complex andclinically critical, providing vital support for effective radiation therapy planning and survival …",,,,,,,
HFE-Mamba: High-Frequency Enhanced Mamba Network for Efficient Segmentation of Left Ventricle in Pediatric Echocardiograms,"Z Ye, T Chen, D Wang,F Wang,L Zhang- IEEE Access, 2024 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10587249/,"Automated ventricular function analysis can enhance healthcare consistency and accessibility,particularly in resource-limited settings. Current segmentation methods trained on adult …",,,,,,,
From diverse CT scans to generalization: towards robust abdominal organ segmentation,N Álvarez Llopis - 2024 - upcommons.upc.edu,https://upcommons.upc.edu/handle/2117/413967,"Abdominal organ segmentation is a rapidly advancing area in medical imaging, boastingnumerous remarkable applications in clinical and research settings. Despite these …",,,,,,,
AutoHFormer: Efficient Hierarchical Autoregressive Transformer for Time Series Prediction,"Q Zhang, H Wen,M Li,D Huang,SM Yiu… - arXiv preprint arXiv …, 2025 - arxiv.org",https://arxiv.org/abs/2506.16001,"Time series forecasting requires architectures that simultaneously achieve three competingobjectives: (1) strict temporal causality for reliable predictions, (2) sub-quadratic complexity …",,,,,,,
Towards human-like natural language understanding with language models,Y Yordanov- 2024 - ora.ox.ac.uk,https://ora.ox.ac.uk/objects/uuid:301dc534-117d-46e7-bd4c-88681746ea83,"In recent years, language models (LMs) have been established as the highest-capabilitymodels for most natural language tasks. However, beyond the invention of the transformer …",,,,,,,
"Limiting factors for the continued scaling of Large Langauge Models: Data Sets, efficient systems for training, model architecture and novel hardware",D Hesslow- 2024 - theses.hal.science,https://theses.hal.science/tel-05073084/,"From their inception, computers have been able to comprehend specialized, highly structuredprogramming languages but have struggled to grasp the natural languages that we as …",,,,,,,
Recent Progress in Understanding Transformer and Developing Its Surpasser: A Survey,"M Liu, D Yang,FR Beyette, S Wang… - 2024 IEEE Signal …, 2024 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10842272/,"Transformers have significantly impacted machine learning, particularly in natural languageprocessing and computer vision, due to their robust attention mechanisms and scalability. …",Related articles,,,,,,
Mamba hawkes process,"A Gao, S Dai,Y Hu- arXiv preprint arXiv:2407.05302, 2024 - arxiv.org",https://arxiv.org/abs/2407.05302,… Supervised reinforcement learning with recurrent neural network for dynamic treatmentrecommendation. In Proceedings of the 24th ACM SIGKDD international conference on …,,,,,,,
Rethinking conventional wisdom in machine learning: From generalization to scaling,"L Xiao- arXiv preprint arXiv:2409.15156, 2024 - arxiv.org",https://arxiv.org/abs/2409.15156,"The remarkable success of large language pretraining and the discovery of scaling lawssignify a paradigm shift in machine learning. Notably, the primary objective has evolved from …",,,,,,,
Curse of attention: A kernel-based perspective for why transformers fail to generalize on time series forecasting and beyond,"Y Ke,Y Liang,Z Shi,Z Song,C Yang- arXiv preprint arXiv:2412.06061, 2024 - arxiv.org",https://arxiv.org/abs/2412.06061,"The application of transformer-based models on time series forecasting (TSF) tasks has longbeen popular to study. However, many of these works fail to beat the simple linear residual …",,,,,,,
Fan: Fourier analysis networks,"Y Dong,G Li,Y Tao,X Jiang,K Zhang,J Li… - arXiv preprint arXiv …, 2024 - arxiv.org",https://arxiv.org/abs/2410.02675,"Despite the remarkable successes of general-purpose neural networks, such as MLPs andTransformers, we find that they exhibit notable shortcomings in modeling and reasoning …",,,,,,,
Progressive Speech Enhancement with Deep Neural Networks,"J Llombart Gil, A Miguel Artiaga - zaguan.unizar.es",https://zaguan.unizar.es/record/147081,"El realce de voz es un campo muy importante en el procesamiento de señales, que buscamejorar la claridad y la claridad del habla en entornos ruidosos. Esta investigación es crucial …",,,,,,,
Progressive Speech Enhancement with Deep Neural Networks,JL Gil - zaguan.unizar.es,https://zaguan.unizar.es/record/147081/files/TESIS-2024-490.pdf?version=1,"Speech enhancement is an important field in signal processing, aiming to improve the clarityand intelligibility of speech in noisy environments. This research is crucial for applications …",,,,,,,
Hetegraph-mamba: Heterogeneous graph learning via selective state space model,"Z Pan,Y Jeong, X Liu,H Liu- arXiv preprint arXiv:2405.13915, 2024 - arxiv.org",https://arxiv.org/abs/2405.13915,We propose a heterogeneous graph mamba network (HGMN) as the first exploration inleveraging the selective state space models (SSSMs) for heterogeneous graph learning. …,,,,,,,
Materials science in the era of large language models: a perspective,"G Lei,R Docherty,SJ Cooper- Digital Discovery, 2024 - pubs.rsc.org",https://pubs.rsc.org/en/content/articlehtml/2000/nv/d4dd00074a,"Large Language Models (LLMs) have garnered considerable interest due to their impressivenatural language capabilities, which in conjunction with various emergent properties make …",,,,,,,
Mathematical Perspectives on Large-Scale Mixture of Experts in Foundation Language and Vision Models,"L Tabassum, U Imane, E Hafeez… - … Perspectives on Large …, 2025 - papers.ssrn.com",https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5335797,The rapid evolution of foundation large language and vision models has ushered in a newera of deep learning characterized by massive parameter scales and unprecedented …,,,,,,,
Enhancing Memory and Imagination Consistency in Diffusion-based World Models via Linear-Time Sequence Modeling,"JH Lee, BJ Lin,WF Sun, CY Lee - arXiv preprint arXiv:2502.00466, 2025 - arxiv.org",https://arxiv.org/abs/2502.00466,"World models are crucial for enabling agents to simulate and plan within environments, yetexisting approaches struggle with long-term dependencies and inconsistent predictions. We …",,,,,,,
Layer-adaptive state pruning for deep state space models,"M Gwak, S Moon,J Ko,PG Park- Advances in Neural …, 2024 - proceedings.neurips.cc",https://proceedings.neurips.cc/paper_files/paper/2024/hash/14730e0dd6ac1c4a5765310909fd51b1-Abstract-Conference.html,"Due to the lack of state dimension optimization methods, deep state space models (SSMs)have sacrificed model capacity, training search space, or stability to alleviate computational …",,,,,,,
From Centralized to Composable: Advances in Distributed and Multimodal Language Modeling,"I Mirta, K Elli - engrxiv.org",https://engrxiv.org/preprint/view/4624,"The advent of large language models (LLMs) has ushered in a new era of general-purposeartificial intelligence capable of language understanding, generation, and reasoning. Recent …",,,,,,,
Efficient Deep Learning Infrastructures for Embedded Computing Systems: A Comprehensive Survey and Future Envision,"X Luo,D Liu, H Kong,S Huai, H Chen… - ACM Transactions on …, 2024 - dl.acm.org",https://dl.acm.org/doi/abs/10.1145/3701728,"Deep neural networks (DNNs) have recently achieved impressive success across a widerange of real-world vision and language processing tasks, spanning from image classification …",,,,,,,
MambaCapsule: Towards Transparent Cardiac Disease Diagnosis with Electrocardiography Using Mamba Capsule Network,"Y Xu, X Liu, Z Kong,Y Wu, Y Wang,Y Lu,H Gao… - arXiv preprint arXiv …, 2024 - arxiv.org",https://arxiv.org/abs/2407.20893,"… A capsule network for recommendation and explaining what you like and dislike, in:Proceedings of the 42nd international ACM SIGIR conference on research and development in …",,,,,,,
Uncertainty Representations in Reinforcement Learning,"L Goncalves, C Enrique - Dissertation, Darmstadt, Technische …",,,Cited by 1,,,,,,
BrYOLO-Mamba: A Approach to Efficient Tracheal Lesion Detection in Bronchoscopy,"Y Cao, J Zhang, R Zhuo, J Zhao, Y Dong, T Liu… - IEEE …, 2024 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10758630/,"Bronchoscopy is an important clinical tool for diagnosing and treating pulmonary diseases,playing a crucial role in the early detection of lesions and improving treatment outcomes. …",,,,,,,
Long code arena: a set of benchmarks for long-context code models,"E Bogomolov,A Eliseeva, T Galimzyanov… - arXiv preprint arXiv …, 2024 - arxiv.org",https://arxiv.org/abs/2406.11612,"Nowadays, the fields of code and natural language processing are evolving rapidly. Inparticular, models become better at processing long context windows - supported context sizes …",,,,,,,
Fintsb: A comprehensive and practical benchmark for financial time series forecasting,"Y Hu, Y Li,P Liu, Y Zhu,N Li,T Dai,S Xia… - arXiv preprint arXiv …, 2025 - arxiv.org",https://arxiv.org/abs/2502.18834,"Financial time series (FinTS) record the behavior of human-brain-augmented decision-making,capturing valuable historical information that can be leveraged for profitable investment …",,,,,,,
LoRTA: Low Rank Tensor Adaptation of Large Language Models,"I Hounie,C Kanatsoulis, A Tandon… - arXiv preprint arXiv …, 2024 - arxiv.org",https://arxiv.org/abs/2410.04060,Low Rank Adaptation (LoRA) is a popular Parameter Efficient Fine Tuning (PEFT) methodthat effectively adapts large pre-trained models for downstream tasks. LoRA parameterizes …,,,,,,,
Dg-mamba: Robust and efficient dynamic graph structure learning with selective state space models,"H Yuan,Q Sun, Z Wang,X Fu,C Ji, Y Wang… - Proceedings of the …, 2025 - ojs.aaai.org",https://ojs.aaai.org/index.php/AAAI/article/view/34382,"Dynamic graphs exhibit intertwined spatio-temporal evolutionary patterns, widely existing inthe real world. Nevertheless, the structure incompleteness, noise, and redundancy result in …",,,,,,,
What Can We Learn from State Space Models for Machine Learning on Graphs?,"Y Huang,S Miao,P Li- arXiv preprint arXiv:2406.05815, 2024 - arxiv.org",https://arxiv.org/abs/2406.05815,"Machine learning on graphs has recently found extensive applications across domains.However, the commonly used Message Passing Neural Networks (MPNNs) suffer from limited …",,,,,,,
Graph mamba: Towards learning on graphs with state space models,"A Behrouz,F Hashemi- Proceedings of the 30th ACM SIGKDD …, 2024 - dl.acm.org",https://dl.acm.org/doi/abs/10.1145/3637528.3672044?casa_token=v-8AmY_j4bMAAAAA:PwxC5L7pquc5Up58GEq-K8_MnLlwD4vhAa0mXQgnJ76Dyvqm72n-su84eQtfLYTCtafLxuhDDx81kA,"Graph Neural Networks (GNNs) have shown promising potential in graph representationlearning. The majority of GNNs define a local message-passing mechanism, propagating …",,,,,,,
Mamba in speech: Towards an alternative to self-attention,"X Zhang,Q Zhang,H Liu, T Xiao,X Qian… - … on Audio, Speech …, 2025 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10985910/,"Transformer and its derivatives have achieved success in diverse tasks across computervision, natural language processing, and speech processing. To reduce the complexity of …",,,,,,,
Scaling Optimal LR Across Token Horizons,"J Bjorck,A Benhaim,V Chaudhary,F Wei… - arXiv preprint arXiv …, 2024 - arxiv.org",https://arxiv.org/abs/2409.19913,"State-of-the-art LLMs are powered by scaling -- scaling model size, dataset size and clustersize. It is economically infeasible to extensively tune hyperparameter for the largest runs. …",,,,,,,
Future-Aware Interaction Network For Motion Forecasting,"S Li,X Xu, SY Yeo,X Yang- arXiv preprint arXiv:2503.06565, 2025 - arxiv.org",https://arxiv.org/abs/2503.06565,"… Mamba4rec: Towards efficient sequential recommendation with selective state space models.arXiv preprint arXiv:2403.03900, 2024. 3 [32] Yicheng Liu, Jinghuai Zhang, Liangji Fang, …",,,,,,,
DIM-UNet: Enhancing Medical Image Segmentation with Dual-Input Hybrid Attention and State Space Modeling.,"Y Chai, Y Zhang - Engineering Letters, 2025 - search.ebscohost.com",https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=1816093X&AN=185664212&h=awq2OBRZD0cG7C02iNmE3jams9U62oztr1tP0nKd5eVO1i1xc%2FHTXUOGj5g1J1piF%2F66Xhxbo%2Bsqxiv3yG2G1w%3D%3D&crl=c,"Medical image segmentation plays a crucial role in diagnosis, treatment planning, andsurgical preparation. However, traditional methods often struggle with two main challenges: …",Related articles,,,,,,
Farseer: A Refined Scaling Law in Large Language Models,"H Li, W Zheng,Q Wang,Z Ding, H Wang… - arXiv preprint arXiv …, 2025 - arxiv.org",https://arxiv.org/abs/2506.10972,"Training Large Language Models (LLMs) is prohibitively expensive, creating a criticalscaling gap where insights from small-scale experiments often fail to transfer to resource-intensive …",,,,,,,
Mamba-Based Graph Convolutional Networks: Tackling Over-smoothing with Selective State Space,"X He,Y Wang,W Fan,X Shen, X Juan, R Miao… - arXiv preprint arXiv …, 2025 - arxiv.org",https://arxiv.org/abs/2501.15461,"Graph Neural Networks (GNNs) have shown great success in various graph-based learningtasks. However, it often faces the issue of over-smoothing as the model depth increases, …",,,,,,,
Multimodal and Distributed LLMs: Bridging Scalability and Cross-Modal Reasoning,"R Kumar, I Laurent, D Müller, K Elli - 2025 - preprints.org",https://www.preprints.org/frontend/manuscript/2ae29014bca4e5e671379c08ccfdd131/download_pub,"Large Language Models (LLMs) have emerged as a cornerstone of modern artificial intelligence,achieving remarkable capabilities in natural language understanding and generation. …",,,,,,,
"Machine Learning on Dynamic Functional Connectivity: Promise, Pitfalls, and Interpretations","J Ding,T Dan,Z Wei,H Cho,PJ Laurienti… - arXiv preprint arXiv …, 2024 - arxiv.org",https://arxiv.org/abs/2409.11377,"… Stgcn: a spatial-temporal aware graph learning method for poi recommendation. In 2020IEEE International Conference on Data Mining (ICDM), pages 1052–1057. IEEE, 2020. …",,,,,,,
Revisiting Convolution Architecture in the Realm of DNA Foundation Models,"Y Bo,W Mao, Y Shao, W Bai, P Ye,X Ma… - arXiv preprint arXiv …, 2025 - arxiv.org",https://arxiv.org/abs/2502.18538,"In recent years, a variety of methods based on Transformer and state space model (SSM)architectures have been proposed, advancing foundational DNA language models. However, …",,,,,,,
X-former elucidator: reviving efficient attention for long context language modeling,"X Miao,S Zhu,F Fu,Z Guo,Z Yang,Y Tu,Z Jia… - Proceedings of the …, 2024 - ijcai.org",https://www.ijcai.org/proceedings/2024/0904.pdf,"Transformer-based LLMs are becoming increasingly important in various AI applications.However, apart from the success of LLMs, the explosive demand of long context handling …",,,,,,,
Neural combinatorial optimization algorithms for solving vehicle routing problems: A comprehensive survey with perspectives,"X Wu, D Wang,L Wen,Y Xiao,C Wu, Y Wu… - arXiv preprint arXiv …, 2024 - arxiv.org",https://arxiv.org/abs/2406.00415,Although several surveys on Neural Combinatorial Optimization (NCO) solvers specificallydesigned to solve Vehicle Routing Problems (VRPs) have been conducted. These existing …,,,,,,,
Enhancing online continual learning with plug-and-play state space model and class-conditional mixture of discretization,"S Liu,Y Yang,X Li,DA Clifton… - Proceedings of the …, 2025 - openaccess.thecvf.com",https://openaccess.thecvf.com/content/CVPR2025/html/Liu_Enhancing_Online_Continual_Learning_with_Plug-and-Play_State_Space_Model_and_CVPR_2025_paper.html,"Online continual learning (OCL) seeks to learn new tasks from data streams that appear onlyonce, while retaining knowledge of previously learned tasks. Most existing methods rely on …",,,,,,,
A DESIGN AND IMPLEMENTATION OF A GRAPH LEARNING ARCHITECTURE FOR HETEROGENEOUS DATA LEVERAGING SELECTIVE STATE SPACE …,Y Jeong- 2025 - mccormick.northwestern.edu,https://www.mccormick.northwestern.edu/computer-science/documents/yoonsung_jeong_masters_dissertation_final.pdf,"We propose a heterogeneous graph mamba network (HGMN) as a novel architecture that,to our knowledge, is the first exploration in leveraging the selective state space models (…",,,,,,,
"Reflections on Distributions: Human, Machines, Languages",M Geng- 2025 - tesidottorato.depositolegale.it,https://tesidottorato.depositolegale.it/handle/20.500.14242/190121,"Humans create and continuously improve machines, while machines also influence humanlife. Language, one of the key differences between humans and animals, is also one of the …",,,,,,,
TEM^ 3-Learning: Time-Efficient Multimodal Multi-Task Learning for Advanced Assistive Driving,"W Liu, Y Qiao,Z Wang,Q Guo, Z Chen, M Zhou… - arXiv preprint arXiv …, 2025 - arxiv.org",https://arxiv.org/abs/2506.18084,"… Cross-task knowledge distillation in multi-task recommendation. In Proceedings of theAAAI conference on artificial intelligence, volume 36, pages 4318–4326, 2022. [51] Dingkang …",,,,,,,
FinMamba: Market-Aware Graph Enhanced Multi-Level Mamba for Stock Movement Prediction,"Y Hu,P Liu, Y Li,D Cheng,N Li,T Dai, J Bao… - arXiv preprint arXiv …, 2025 - arxiv.org",https://arxiv.org/abs/2502.06707,"Recently, combining stock features with inter-stock correlations has become a common andeffective approach for stock movement prediction. However, financial data presents …",,,,,,,
LMHaze: Intensity-aware Image Dehazing with a Large-scale Multi-intensity Real Haze Dataset,"R Zhang, H Yang,Y Yang,Y Fu,L Pan- Proceedings of the 6th ACM …, 2024 - dl.acm.org",https://dl.acm.org/doi/abs/10.1145/3696409.3700178?casa_token=lt7TEauYAfoAAAAA:qKVsw0VPlO_6erKrSCMn5qDlO0qO53T5BbmL2_uy81DOsxjZwQEEY4pMGtAWT75YK0nGAE-pum0u8w,Image dehazing has drawn a significant attention in recent years. Learning-based methodsusually require paired hazy and corresponding ground truth (haze-free) images for training. …,,,,,,,
DYNAMAX: Dynamic computing for Transformers and Mamba based architectures,"M Nogales,M Gambella,M Roveri- arXiv preprint arXiv:2504.20922, 2025 - arxiv.org",https://arxiv.org/abs/2504.20922,Early exits (EEs) offer a promising approach to reducing computational costs and latency bydynamically terminating inference once a satisfactory prediction confidence on a data …,,,,,,,
MedVKAN: Efficient Feature Extraction with Mamba and KAN for Medical Image Segmentation,"H Zhu, J Chen, G He - arXiv preprint arXiv:2505.11797, 2025 - arxiv.org",https://arxiv.org/abs/2505.11797,"Medical image segmentation relies heavily on convolutional neural networks (CNNs) andTransformer-based models. However, CNNs are constrained by limited receptive fields, while …",,,,,,,
ChromFound: Towards A Universal Foundation Model for Single-Cell Chromatin Accessibility Data,"Y Jiao, Y Liu, Y Zhang,X Guo, Y Wu,C Jiang… - arXiv preprint arXiv …, 2025 - arxiv.org",https://arxiv.org/abs/2505.12638,The advent of single-cell Assay for Transposase-Accessible Chromatin using sequencing (scATAC-seq)offers an innovative perspective for deciphering regulatory mechanisms by …,,,,,,,
MambaMatch: Learning Two-View Correspondences with Selective State Spaces,"X Fang, S Zhang,J Ma- openreview.net",https://openreview.net/forum?id=YuJdtpPV4n,Two-view correspondence learning aims to discern true and false correspondences betweenimage pairs by recognizing their underlying different information. Previous methods either …,,,,,,,
Why In-Context Learning Models are Good Few-Shot Learners?,"S Wu,Y Wang,Q Yao- The Thirteenth International Conference on … - openreview.net",https://openreview.net/forum?id=iLUcsecZJp,"We explore in-context learning (ICL) models from a learning-to-learn perspective. Unlikestudies that identify specific learning algorithms in ICL models, we compare ICL models with …",,,,,,,
Towards Floating Point-Based Attention-Free LLM: Hybrid PIM with Non-Uniform Data Format and Reduced Multiplications,"L Guo,Z Zhu, T Liu, X Ning,S Li,G Dai… - Proceedings of the 43rd …, 2024 - dl.acm.org",https://dl.acm.org/doi/abs/10.1145/3676536.3676776,"Attention-free large language models (LLMs), such as Mamba and RWKV, have emerged aspromising architectures to address the quadratic attention complexity of Transformer models…",,,,,,,
"Text, Culture Time: Bringing Complex Systems to Bear on Cultural Sociology Through Computational Mixed Methods",ZO Dunivin- 2024 - search.proquest.com,https://search.proquest.com/openview/1053242b756f8384d09a7ee84c8f08b1/1?pq-origsite=gscholar&cbl=18750&diss=y,This doctoral dissertation is a treatise on the use of computational data and methods tostudy culture and cultural change using my own empirical and methodological work as a …,Related articles,,,,,,
Financial Risk Assessment via Long-term Payment Behavior Sequence Folding,"Y Qiao, Y Tang,X Ao, Q Yuan,Z Liu, C Shen… - arXiv preprint arXiv …, 2024 - arxiv.org",https://arxiv.org/abs/2411.15056,"Online inclusive financial services encounter significant financial risks due to their expansiveuser base and low default costs. By real-world practice, we reveal that utilizing longer-term …",,,,,,,
MSM: Multi-Stage State Space Model for Motion Forecasting,"C Liu, S Li,X Yang, J Yu - openreview.net",https://openreview.net/forum?id=MmOQY71YHw,"Motion forecasting is a fundamental component of autonomous driving systems, as itpredicts an agent's future trajectories based on its surrounding environment. Transformer …",,,,,,,
CPNet: 3D Semantic Relation and Geometry Context Prior Network for Multi-Organ Segmentation,"Y Ji,M Sun, Y Zhang, H Zhang - ECAI, 2024 - ebooks.iospress.nl",https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA240483,Automatic multi-organ segmentation of the abdominal region is a critical yet challengingtask in computer-aided medical image analysis. Recent advances in CNN-and Transformer-…,,,,,,,
Meteor: Mamba-based traversal of rationale for large language and vision models,"BK Lee,CW Kim,B Park,YM Ro- arXiv preprint arXiv:2405.15574, 2024 - arxiv.org",https://arxiv.org/abs/2405.15574,"The rapid development of large language and vision models (LLVMs) has been driven byadvances in visual instruction tuning. Recently, open-source LLVMs have curated high-quality …",,,,,,,
Alzheimer's disease recognition via long-range state space model using multi-modal brain images,"Z Ren,M Zhou,S Shakil,RKY Tong- Frontiers in Neuroscience, 2025 - frontiersin.org",https://www.frontiersin.org/journals/neuroscience/articles/10.3389/fnins.2025.1576931/abstract,"As a persistent neurodegenerative abnormality, Alzheimer's disease (AD) is affecting anincreasing number of elderly people. The early identification of AD is critical for halting the …",,,,,,,
It Takes Two to Tango: Directly Optimizing for Constrained Synthesizability in Generative Molecular Design,"J Guo,P Schwaller- arXiv preprint arXiv:2410.11527, 2024 - arxiv.org",https://arxiv.org/abs/2410.11527,"Constrained synthesizability is an unaddressed challenge in generative molecular design.In particular, designing molecules satisfying multi-parameter optimization objectives, while …",,,,,,,
Bidirectional Linear Recurrent Models for Sequence-Level Multisource Fusion,"Q Liu,Z Jiang,JR Waite, C Liu,A Balu… - arXiv preprint arXiv …, 2025 - arxiv.org",https://arxiv.org/abs/2504.08964,"Sequence modeling is a critical yet challenging task with wide-ranging applications, especiallyin time series forecasting for domains like weather prediction, temperature monitoring, …",,,,,,,
Toward identity preserving in face sketch-photo synthesis using a hybrid CNN-Mamba framework,"D Tang,X Jiang, K Wang, W Guo, J Zhang, Y Lin… - Scientific Reports, 2024 - nature.com",https://www.nature.com/articles/s41598-024-72066-y,"The synthesis of facial sketch-photo has important applications in practical life, such ascrime investigation. Many convolutional neural networks (CNNs) based methods have been …",,,,,,,
ALS: Attentive Long-Short-Range Message Passing,"Y Luo, X Sun, G Luo,A Chen- 2025 - openreview.net",https://openreview.net/forum?id=SvzO2rryxq,"The graph attention (GAT) mechanism has been instrumental in enabling nodes to aggregateinformation from their neighbours based on relevancies, significantly enhancing the …",,,,,,,
Cost-Effective Attention Mechanisms for Low Resource Settings: Necessity & Sufficiency of Linear Transformations,"P Hosseini,M Hosseini,I Castro,M Purver- researchgate.net",https://www.researchgate.net/profile/Peyman-Hosseini/publication/381040354_Cost-Effective_Attention_Mechanisms_for_Low_Resource_Settings_Necessity_Sufficiency_of_Linear_Transformations/links/67b48036645ef274a4860631/Cost-Effective-Attention-Mechanisms-for-Low-Resource-Settings-Necessity-Sufficiency-of-Linear-Transformations.pdf,"From natural language processing to vision, Scaled Dot Product Attention (SDPA) is thebackbone of most modern deep learning applications. Unfortunately, its memory and …",,,,,,,
UU-Mamba: Uncertainty-aware U-Mamba for Cardiovascular Segmentation,"TY Tsai,L Lin,S Hu, CW Tsao, X Li,MC Chang… - arXiv preprint arXiv …, 2024 - arxiv.org",https://arxiv.org/abs/2409.14305,"Building on the success of deep learning models in cardiovascular structure segmentation,increasing attention has been focused on improving generalization and robustness, …",,,,,,,
"Machine Learning Benchmark on Dynamic Functional Connectivity: Promise, Pitfalls, and Interpretations","J Ding,T Dan,Z Wei,PJ Laurienti,G Wu- openreview.net",https://openreview.net/forum?id=GBpKUnM6gW,An unprecedented amount of existing functional Magnetic Resonance Imaging (fMRI) dataprovides a new opportunity to understand the relationship between functional fluctuation and …,,,,,,,
