Title,Authors,Link,Abstract,Citations
[HTML][HTML]An Autonomous Vehicle Behavior Decision Method Based on Deep Reinforcement Learning with Hybrid State Space and Driving Risk,"X Wang, B Qian, J Zhuo,W Liu- Sensors (Basel, Switzerland), 2025 - pmc.ncbi.nlm.nih.gov",https://pmc.ncbi.nlm.nih.gov/articles/PMC11821044/,"… This paper proposes a deep reinforcement learning (DRL) method based on mixed-statespace and driving risk for autonomous vehicle behavior decision-making, which enables …",
Adaptive English vocabulary recommendation systems: a computational intelligence approach using deep reinforcement learning,"T Zhang, C Li - Second International Conference on Big Data …, 2025 - spiedigitallibrary.org",https://www.spiedigitallibrary.org/conference-proceedings-of-spie/13550/1355040/Adaptive-English-vocabulary-recommendation-systems--a-computational-intelligence-approach/10.1117/12.3059790.short,… The state space 𝑆 encapsulates all information about the … that the system can recommend.Each action represents a … differently to the same recommendation based on their prior …,Cited by 1
Personalized preference based electric vehicle charging recommendation considering photovoltaic consumption: A transfer reinforcement learning method,"W Chen, D Liu,J Cao- IEEE Transactions on Transportation …, 2024 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10663735/,"… The definitions of the action space, state space, and rewards are as follows: State spaceS: The state at environment step t is denoted as st. When there is no charging request at a …",Cited by 2
xMTF: A Formula-Free Model for Reinforcement-Learning-Based Multi-Task Fusion in Recommender Systems,"Y Cao, C Zhang, X Chen, K Zhan, B Wang - Proceedings of the ACM on …, 2025 - dl.acm.org",https://dl.acm.org/doi/abs/10.1145/3696410.3714959?casa_token=B9M7zMOzNOQAAAAA:z2rFVKACcWt6-dTz6PwpgYO5SmHg3No8iMQSS9U7dnndKtlApz34c47rlwcu4hrH6oso5qfp4-WkTA,"… RL models the interaction between users and recommender systems as a Markov decisionprocess (MDP)[24] with (S, A, P, 𝑅, 𝜌0,𝛾), where S is the state space, A is the action space, P …",
[HTML][HTML]Good practices for surplus production models,"A Kokkalis,CW Berg,MS Kapur,H Winker… - Fisheries …, 2024 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0165783624000742,… We provide specific good practice guidelines for two widely used state-space SPMs: SPiCT… We recommend using non-equilibrium methods and especially state-space methods that …,
A dynamic multiobjective recommendation method based on soft actor-critic with discrete actions,"J Luo,F Li, J Jiao - Journal of King Saud University Computer and …, 2025 - Springer",https://link.springer.com/article/10.1007/s44443-025-00016-3,"… to optimize multi-domain recommendation objectives. Finally, we utilize the reward functionto guide SACD to solve the exploration problem in recommender systems. We conduct …",
Adaptive Both homo-and hetero-Feature Integration for Multimodal Emotion Recognition,"ZK Wang, ZJ Si - Proceedings of the 6th ACM International Conference …, 2024 - dl.acm.org",https://dl.acm.org/doi/abs/10.1145/3696409.3700177?casa_token=RpcCGNrOrjoAAAAA:rkmf31hDp7pmsl_uXFZQYy4lwI09Bk_q7YMPW43izBrYekNZ6uhZTOr_Z-Bf9asi_DDk7xbw-cLhpQ,"… To this end, we designed the Mamba approach for emotion … , we recommend modelinglong sequences separately. Inspired by state space models [12], the Structured State Space …",
A survey of large language model empowered agents for recommendation and search: Towards next-generation information retrieval,"Y Zhang, S Qiao,J Zhang,TH Lin,C Gao… - arXiv preprint arXiv …, 2025 - arxiv.org",https://arxiv.org/abs/2503.05659,"… LLM agents in enhancing recommender and search systems. … current challenges inrecommendation and search, providing … on LLM agent based recommendation and search at this …",
Noise through an additional variable for mean field games master equation on finite state space,"C Bertucci, C Meynard - arXiv preprint arXiv:2402.05635, 2024 - arxiv.org",https://arxiv.org/abs/2402.05635,"… This paper provides a mathematical study of the well-posedness of master equation onfinite state space involving terms modelling common noise. In this setting, the solution of the …",
[PDF][PDF]Application of Exercise Recommendation Model Based on Deep Reinforcement Learning,"J Dao, L Hong - pdfs.semanticscholar.org",https://pdfs.semanticscholar.org/63fe/c7d71e1a1c731fb5e340e66c94adbadba70a.pdf,"… In this paper, the process of problem recommendation is standardized as Markov DecisionProcess (MDP)[1]. For the four elements in the Markov decision process, the set of States S, …",
Flow Matching for Collaborative Filtering,"C Liu,Y Zhang,J Wang,R Ying,J Caverlee- arXiv preprint arXiv …, 2025 - arxiv.org",https://arxiv.org/abs/2502.07303,"… recommendation system leveraging flow matching for collaborative filtering. We tailor flowmatching to the unique challenges in recommendation … operates in a discrete state space [4, 8]…",
Deep Recommender System for Optimizing Debt Collection Using Reinforcement Learning,"S Keerthana,R Elakkiya… - Cognitive Analytics and …, 2024 - Wiley Online Library",https://onlinelibrary.wiley.com/doi/abs/10.1002/9781394214068.ch3,"… Monte Carlo Tree Search (MCTS) is a model-based, on-policy algorithm that uses a treesearch to explore the state space and pick the best action at each step. It has been effectively …",Related articles
Model-based recommendations for next-best actions in knowledge-intensive processes,"A Seidel,S Haarmann,M Weske- International Conference on Advanced …, 2024 - Springer",https://link.springer.com/chapter/10.1007/978-3-031-61057-8_12,… predictive process monitoring approaches to automatically recommend the next best actionto … A prototypical implementation uses state space analysis based on colored Petri nets to …,Cited by 1
Fine-tuning large language model based explainable recommendation with explainable quality reward,"M Yang,M Zhu,Y Wang, L Chen,Y Zhao… - Proceedings of the …, 2024 - ojs.aaai.org",https://ojs.aaai.org/index.php/AAAI/article/view/28777,Large language model-based explainable recommendation (LLM-based ER) systems canprovide remarkable human-like explanations and have widely received attention from …,
Deep Learning-based U-Mamba Model to Predict Differentiated Gastric Cancer using Radiomics Features from Spleen Segmentation,"H Shang, Y Tong, M Li, S Xu, L Xu… - Current Medical …, 2024 - benthamdirect.com",https://www.benthamdirect.com/content/journals/cmir/10.2174/0115734056349216241118115005,"… In this study, U-Mamba was utilized to automatically segment the spleen CT images of GCpatients. Subsequently, radiomic features were extracted to construct a predictive model for …",
Judge a Book by its Cover: A Multimodal Approach to Book Genre Prediction,"R Toosi,A Hosseini,R Toosi… - 2025 11th International …, 2025 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/11006189/,"… However, conventional recommendation systems have largely … On the other hand, theMamba architecture [24] which has … networks (CNNs) with Mamba state space modules and self-…",Related articles
[PDF][PDF]FaultNVC: Earthquake fault plane extractor through point‐cloud normal vector clustering for hypocenter distributions,"Y Sawaki, Y Sato,T Uchide- 2025 - gsj.jp",https://www.gsj.jp/data/openfile/no0759/gsj_openfile_report_759_en.pdf,"… We recommend using a conda environment to establish the virtual environment. Youneed to install FaultNVC using pip locally. In the instructions below, ""nvc"" is just used as an …",
Bayesian state-space modelling of stock markets in G7 countries During the COVID-19 Pandemic,"OO Ojo- Heliyon, 2024 - cell.com",https://www.cell.com/heliyon/fulltext/S2405-8440(24)15477-1,… This Section contains the empirical results obtained from Bayesian analysis of the state-spacemodel with AR (1) and local linear trend models in G7 countries during the first wave of …,
[HTML][HTML]UET4Rec: U-net encapsulated transformer for sequential recommender,"J Wang,MJ Ignacio, S Yu, H Jin,YG Kim- Expert Systems with Applications, 2024 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0957417424016488,"… types of recommender systems, such as sequential recommender systems, … recommendersystems have fewer samples but have a high number of target classes. A typical recommender …",
EasyRL4Rec: An Easy-to-use Library for Reinforcement Learning Based Recommender Systems,"Y Yu,C Gao,J Chen, H Tang, Y Sun,Q Chen… - Proceedings of the 47th …, 2024 - dl.acm.org",https://dl.acm.org/doi/abs/10.1145/3626772.3657868,"… , A, P, 𝑅, 𝛾) where • S, state space, 𝑠𝑡 ∈ S represents the current state of user at timestamp𝑡. In recommendation scenarios, user characteristics and user history are usually modeled …",
Adaptive Bayesian Algorithms for Complex State Space and Mathematical Models,I Botha- 2024 - eprints.qut.edu.au,https://eprints.qut.edu.au/251487/,"… In this thesis, we focus on two types of models which fall into these categories: state spacemodels and static Gaussian models. State space models generally have an intractable …",
Coral: Collaborative retrieval-augmented large language models improve long-tail recommendation,"J Wu,CC Chang,T Yu,Z He,J Wang,Y Hou… - Proceedings of the 30th …, 2024 - dl.acm.org",https://dl.acm.org/doi/abs/10.1145/3637528.3671901,"The long-tail recommendation is a challenging task for traditional recommender systems, …the minimally-sufficient collaborative information for recommendation tasks can be challenging. …",
Multivariate trace estimation using quantum state space linear algebra,"L Mor-Yosef,S Ubaru,L Horesh,H Avron- SIAM Journal on Matrix Analysis …, 2025 - SIAM",https://epubs.siam.org/doi/abs/10.1137/24M1654749,"In this paper, we present a quantum algorithm for approximating multivariate traces, ie, thetraces of matrix products. Our research is motivated by the extensive utility of multivariate …",
[HTML][HTML]A Framework of Recommendation System for Unmanned Aerial Vehicle Autonomous Maneuver Decision,"Q Hao, T Jing, Y Sun, Z Yang, J Zhang, J Wang… - Drones, 2024 - mdpi.com",https://www.mdpi.com/2504-446X/9/1/25,… This novel approach harnesses recommendation systems to … We developed an integratedlearning recommendation … effectiveness of established recommendation algorithms within our …,
RPAF: A Reinforcement Prediction-Allocation Framework for Cache Allocation in Large-Scale Recommender Systems,"S Su,X Chen, Y Wang, Y Wu, Z Zhang, K Zhan… - … on Recommender …, 2024 - dl.acm.org",https://dl.acm.org/doi/abs/10.1145/3640457.3688128?casa_token=IIHXsobdJmQAAAAA:zCZTrdidOZnr2FxTnAYZNod_ZWLDeuYugfBj_ayto8QUHsXVpBxgLSnzY-oxTx2FGqjShcnLewjFEQ,"… the interaction between users and the recommender systems as a Constrained MarkovDecision Process (CMDP) [23] (S, A, P, 𝑅, C, 𝜌0,𝛾), where S is the state space, A is the action …",
On the relative stability of linear time invariant systems,"GR Murthy,TJ Swamy- IETE Journal of Research, 2024 - Taylor & Francis",https://www.tandfonline.com/doi/abs/10.1080/03772063.2023.2297376?casa_token=kqo4yRkDlqkAAAAA:NdsKVBG_dY6eUkf9xEyoDTTrQoBwZTFJTb8uruiWeZwG34eXhQbNZYjrNvKu7W0fcreKtasRlfrCQQP-fA,"… In this paper, state space representation based approach to … Using state space representationof homogeneous (no … Finally, using state space representation of arbitrary (with external …",
Sentiment in a State-Space Model,"DF Iezzi, R Monte - New Frontiers in Textual Data Analysis, 2024 - books.google.com",https://books.google.com/books?hl=en&lr=&id=5JQjEQAAQBAJ&oi=fnd&pg=PA77&dq=(mamba+OR+%22state+space%22+OR+%22state-space%22+OR+%22state+spaces%22+OR+%22state-spaces%22)+AND+(recommend+OR+recommender+OR+recommendation)&ots=haDEx1eaEm&sig=9YUS_gX3PGCL1ZISXJy94ziOtdA,… This paper proposes a state-space model approach for sales forecasting using socialmedia sentiment as an additional signal to improve predictions. We test the model on two case …,Related articles
Review Of Approaches Towards Building AI Based Career Recommender & Guidance Systems,"A Shah, R Pati, A Pimplikar,S Puthran… - ScienceOpen …, 2024 - scienceopen.com",https://www.scienceopen.com/hosted-document?doi=10.14293/PR2199.000978.v1,"… [27] propose an interpretable and novel monotonic, non-linear state space model to … StateSpace model outperforms traditional models in job title, company and skills recommendation. …",
LQR Discrete Time Control of a Buck Converter Using a Non-Minimal State Space Representation,"R Tymerski - Journal of Power and Energy Engineering, 2025 - scirp.org",https://www.scirp.org/journal/paperinformation?paperid=140199,… This starts with the state space averaged model and leads to the NMSS model representation.Section 3 … We use a state space mathematical description of the two topologies. …,
Gaussian Sum Filtering for Wiener State-Space Models with a Class of Non-Monotonic Piecewise Nonlinearities,"AL Cedeño,RA González,JC Agüero- IFAC-PapersOnLine, 2024 - Elsevier",https://www.sciencedirect.com/science/article/pii/S2405896324012783,… This paper presents a novel filtering technique designed for state-space Wiener systemsencompassing these specific nonlinear behaviors. The filtering approach developed in this …,
Distributed Sharing and Personalized Recommendation System of College Preschool Education Resources Under the Intelligent Education Cloud Platform …,"Y Su, Z Dong, S Li - International Journal of High Speed Electronics …, 2025 - World Scientific",https://www.worldscientific.com/doi/abs/10.1142/S0129156425404309,"… the state space, reward structure, and policy optimization process. The state space st in the… We adopt a state-space approach, where the knowledge state ki(t) transitions according to …",Cited by 1
Improved Control of a Primary Linear Actuator using State-Space,A Lagerström - 2024 - diva-portal.org,https://www.diva-portal.org/smash/record.jsf?pid=diva2:1872914,… The two state-space approaches evaluated in the thesis are: a single Linear-QuadraticRegulator (LQR) method and a torque reference generating LQR together with a set of two PI …,
The Africa CDC Guidance for Strengthening NCDI-MH Surveillance Systems: The role of HIS assessments,"…, B Kabarega, F Moser, D Njobo Mamba… - European Journal of …, 2024 - academic.oup.com",https://academic.oup.com/eurpub/article-abstract/34/Supplement_3/ckae144.092/7842921,"Deaths due to NCDs, injuries and mental health conditions are expected to at least triple by2063 in the region of the African Union. Population-based data for NCDI/MH and their …",Related articles
Recommendation System in Industrial data analysis using Machine Learning Techniques,"T Joshi,B Joshi, K Syed, S Vijayarani… - 2024 IEEE North …, 2024 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10774728/,… Recommender systems function as a means of filtering … have aimed to enhancerecommendation accuracy through various … The aim of a recommendation system is to anticipate …,Cited by 1
Digital-twin-based cps anomaly diagnosis and security defense countermeasure recommendation,"J Ma, Y Guo, C Fang, Q Zhang - IEEE Internet of Things Journal, 2024 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10439988/,"… the dynamic model of CPS in the dynamic state space, and the Bayesian filtering algorithmis then naturally applied on top of the identified state space model in order to perform robust …",Cited by 7
[HTML][HTML]Adaptive task recommendation based on reinforcement learning in mobile crowd sensing,"G Yang, G Xie, J Wang, X He, L Gao, Y Liu - Applied Intelligence, 2024 - Springer",https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s10489-023-05247-3&casa_token=4bP1-KJbccwAAAAA:ct7CbkYQtVdk6ftJyQphxoLvb4L4bIr7gd7TAM-SOey9VVbibDd9UM952BGRtNCNCBTsIcWuEEWcMXKEeg,"… The detailed argument is as follows: suppose we have an MDP consisting of a state spaceS, an action space A, a state transfer probability P and an immediate reward R. Our goal is to …",
Td3: Tucker decomposition based dataset distillation method for sequential recommendation,"J Zhang,M Yin,H Wang, Y Li,Y Ye, X Lou… - Proceedings of the …, 2025 - dl.acm.org",https://dl.acm.org/doi/abs/10.1145/3696410.3714613?casa_token=yhqrzXuBvZgAAAAA:D4T2ky5ql84Mx0vrOAwx8uJnRqXGzTEGj3LMyJVrvWu513tQ9fjVy345uEP8rxPBO4Zkh0U50dJ5Lw,"… Breaking determinism: Fuzzy modeling of sequential recommendation using discrete statespace diffusion model. arXiv preprint arXiv:2410.23994, 2024. [61] Yuanhao Xiong, Ruochen …",
"Extrafamilial Communication and Risky Sexual Behavior of Adolescents in Urban Areas, Mont Ngafula Health Zone in Kinshasa","SM Mamba, D Tshilomba, O Kiyonge… - Open Access Library …, 2024 - scirp.org",https://www.scirp.org/journal/paperinformation?paperid=131005,"Introduction: Among adolescents, engagement in risky sexual behavior is an importantpublic health problem. This study aims to analyze the influence between extra-familial …",
Enabling stateful behaviors for diffusion-based policy learning,"X Liu,F Weigend,Y Zhou,HB Amor- arXiv preprint arXiv:2404.12539, 2024 - arxiv.org",https://arxiv.org/abs/2404.12539,"… To overcome this limitation, we introduce the Diff-Control policy, which utilizes a diffusion-basedmodel to learn the action representation from a state-space modeling viewpoint. We …",Cited by 3
A social image recommendation system based on deep reinforcement learning,"S Ahmadkhani,ME Moghaddam- Plos one, 2024 - journals.plos.org",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0300059,"… and complex, high-dimensional state spaces, and it can also simultaneously reduce redundantcomputation. These characteristics make it ideal for recommender systems. DDPG is an …",
Early Life-Stage and Adult Productivity Dynamics Derived from a State-Space Stock Assessment Model for Data-Limited Thorny Skates (Amblyraja Radiata Donovan …,"NG Cadigan,R Steele,M Weerasekera… - Available at SSRN … - papers.ssrn.com",https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4905591,… In this paper we develop a state-space stock assessment … We presented a state-spaceage-structured catch-at-length (… vertebrae sections has begun and we recommend this continue; …,
Deep Reinforcement Learning-Based Recommendation System for Libraries Using Implicit Feedback,L Roldan Vilardell - 2025 - upcommons.upc.edu,https://upcommons.upc.edu/handle/2117/427325,… This project addresses this challenge by developing a prototype recommendation system(RS) for … The study addresses two key challenges commonly faced by recommender systems: …,
A Reinforcement Learning Based Recommendation System to Improve Performance of Students in Outcome Based Education Model,"MB Tariq, HA Habib - IEEE Access, 2024 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10445475/,"… Therefore, our one objective is to recommend online resources that can improve … Statespace is defined as set of Biclusters whose mapping is done on the 2D grid, therefore state space …",
The Unexpected Results of Reinforcement Learning for Sequential Recommendation,ÁL Silva- 2024 - search.proquest.com,https://search.proquest.com/openview/8e40fab0c2e91a783b9290613def2099/1?pq-origsite=gscholar&cbl=2026366&diss=y,"… • S is the state space. In the context of session-based recommendation, it usually modelsthe past sequential interactions of the session. • A is the discrete action space. It represents the …",Related articles
A state-space perspective on modelling and inference for online skill rating,"S Duffield,S Power,L Rimella- Journal of the Royal Statistical …, 2024 - academic.oup.com",https://academic.oup.com/jrsssc/article-abstract/73/5/1262/7734616,"… Therefore, we propose a state-space modelling approach that separates model definitionfrom inference and decomposes both aspects into their fundamental elements. This …",
Policy GRU-RL: Simplified Music Playlist Recommendation U sing Sequential on Reinforcement Learning Concept,"C Chanarong, S Maneeroj - 2024 21st International Joint …, 2024 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10613646/,"… This causes challenges in capturing complex relationships in high-dimensional statespaces, like the contextual representation used in this study. Moreover, with a large state and …",Related articles
Learning Personalized Health Recommendations via Offline Reinforcement Learning,"LD Preuett - … of the 18th ACM Conference on Recommender …, 2024 - dl.acm.org",https://dl.acm.org/doi/abs/10.1145/3640457.3688021?casa_token=eAxlZ5xlMQ4AAAAA:8U75N-WVZVYPwnUXO7oRDvn21R0_1mEOPaYFe3d77Ds_DEUnW4N0D2_r6CGNvjJ3rZiU5AITOz6b9w,"… In light of these challenges of applying RL recommender systems in healthcare, we have …variables of interest, while the solutions require managing beliefs across the state space. …",
Exploring team strategy dynamics in tennis doubles matches,"Z Liu, C Dong, C Wang, TY Dong,K Jiang- International Sports Analytics …, 2024 - Springer",https://link.springer.com/chapter/10.1007/978-3-031-69073-0_9,"… in doubles, including larger state spaces and diverse action … its potential in strategicrecommendation, thereby providing a … at 7 points to prevent state space explosion, positing that …",Cited by 2
A State-Space Method for Vibration of Double-Beam Systems with Variable Cross Sections,"Y Li, H Guo, F Xiong, L Xie, J Gong… - Journal of Engineering …, 2024 - ascelibrary.org",https://ascelibrary.org/doi/abs/10.1061/JENMDT.EMENG-7723,"… In this paper, a state-space method for double-beam … the state-space equations. Thecoupling terms and variables are transferred into the constant coefficient matrix of the state-space …",
Scalable Accelerated Intelligent Charging Strategy Recommendation for Electric Vehicles Based on Deep Q-Networks.,"X Shen, Z Wu, Y Zhang, S Niu - International Journal of …, 2024 - search.ebscohost.com",https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=2158107X&AN=175401646&h=lYtvh00rW85BLIId2aKDOOVfmFVTEdQ6VtK5%2FyToUOovCIln4mqLLdPCQi6qpPJsepxW%2FBOCyimTPuCSbY9L3A%3D%3D&crl=c,… agent does not satisfy the continuity of the state space in the Markov decision process.Therefore… state space for the regional charging requests. As shown in Fig. 2 and described by Eq. …,
Efficient methods for fitting nonlinear non-Gaussian state space models of wildlife population dynamics,F Empacher - 2024 - research-repository.st-andrews.ac …,https://research-repository.st-andrews.ac.uk/handle/10023/29716,"… state space models, which form the framework for all models in this thesis; we also definethe particular state space … The next section (Section 1.3) is devoted to inference for state-space …",
MARRGM: Learning Framework for Multi-agent Reinforcement Learning via Reinforcement Recommendation and Group Modification,"P Wu, L Tian, Q Zhang, B Mao… - IEEE Robotics and …, 2024 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10502122/,"… recommendation systems, this paper proposes a MADRL framework based on reinforcementrecommendation … the experience sample, and the state space can be represented as srec = …",Cited by 4
Sparse Data Generation Using Diffusion Models,"P Ostheimer,M Nagda,M Kloft,S Fellenz- arXiv preprint arXiv …, 2025 - arxiv.org",https://arxiv.org/abs/2502.02448,"… discrete data with continuous state-space diffusion models. Bit … performance of continuousstate-space diffusion models, we … models, and we recommend further research into ensuring …",
Research on Book Information Accurate Retrieval Recommendation System Based on Large Language Model,"J Qiao - … Conference on Computers, Information Processing and …, 2024 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10788139/,"… recommendation. The combination of the three improves the accuracy of recommendation,… users with a more rich, diverse and personal preference book recommendation experience. …",Related articles
Reinforcement Learning and Machine ethics: a systematic review,"A Vishwanath,LA Dennis,M Slavkovik- arXiv preprint arXiv:2407.02425, 2024 - arxiv.org",https://arxiv.org/abs/2407.02425,"… the trends in this body of work and draw recommendation for future research in this field. …In high state-space scenario, a neural network is often used to encode the state space and …",
The Moral Case for Using Language Model Agents for Recommendation,"S Lazar,L Thorburn,T Jin,L Belli- arXiv preprint arXiv:2410.12123, 2024 - arxiv.org",https://arxiv.org/abs/2410.12123,"… our existing approach to recommendation is possible only if … Section 3 argues that ourexisting recommender systems are … ] modelled web interactions as state space exploration, […",
[AML] Project Proposal Guidelines for Advanced Machine Learning Course,J Du - Tsinghua University Course: Advanced Machine … - openreview.net,https://openreview.net/forum?id=0CfLQLw5yV&filter=excludedInvitations%3Atsinghua.edu.cn%2FTHU%2F2024%2FFall%2FAML%2FSubmission2%2F-%2FChat&nesting=3&sort=date-desc,… Mamba: Mamba is a Selective Structured State Space Model that excels in linear-…recommendation capabilities of LLMs through context learning and aligning LLMs for …,
Interactive Recommender System: Causality-based Popularity Bias and Popularity Drift,"R Ye,WKV Chan, Y Ye,K Zhang… - 2024 4th International …, 2024 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10602873/,"… Since the Actor-Critic architecture has a benefit, which is that PPO can solve the problemsof discrete and continuous action space and state space. The goal of PPO is to maximize: …",Related articles
"M3C: a Multi-Domain Multi-Objective, Mixed-Modality Framework for Cost-Effective, Industry Scale Recommendation","L Luo,M Hang, Z Zhang, A Gu, B Zhang, B Liu, C Chen… - openreview.net",https://openreview.net/forum?id=VCZ1o8gFny,"… data, partitions recommendation surface and construct MDMO … a unified model architecturefor all recommendation tasks. Even … the challenges in recommendation scalability through a …",
Retention Depolarization in Recommender System,"X Zhang,H Wang, Y Liu - Proceedings of the ACM Web Conference …, 2024 - dl.acm.org",https://dl.acm.org/doi/abs/10.1145/3589334.3645485?casa_token=EvVDp1yB3LUAAAAA:OA58dB-vfVa4X5kcay8v3JIdE6v_fJSlJbTXLQM4XYpaIGNN8A1uStSbvCgEitZR0ao0252ZYHd7SQ,… -world recommender systems driving their recommendation … engagement in most industrialrecommender systems and the … that continuously improves recommendation algorithms while …,
[HTML][HTML]Optimizing electric vehicle charging recommendation in smart cities: A multi-agent reinforcement learning approach,"P Suanpang, P Jamjuntr - World Electric Vehicle Journal, 2024 - mdpi.com",https://www.mdpi.com/2032-6653/15/2/67,"… to introduce EV station recommendation systems providing the … introduction of EV stationrecommendation systems, such as … charging, the station recommendation systems could help to …",
M3Rec: A Context-Aware Offline Meta-Level Model-Based Reinforcement Learning Approach for Cold-Start Recommendation,"Y Wang,Y Ge,Z Li, L Li,R Chen- ACM Transactions on Information …, 2024 - dl.acm.org",https://dl.acm.org/doi/abs/10.1145/3659947,"… recommender … recommendation policy for different users. However, it is very difficult andexpensive to obtain enough userrecommender interactions to train a robust recommendation …",
Cutting-Edge Technology in Recommender Systems,"L Hu, Y Li, G Cui, K Yi - … Recommender System: Principles, Technologies …, 2024 - Springer",https://link.springer.com/chapter/10.1007/978-981-97-2581-6_10,"… S is the state space, which includes all the environment … recommendation scenario, usersand the recommender system naturally have multiple rounds of interaction. The recommender …",Related articles
Attention is not the only choice: Counterfactual reasoning for path-based explainable recommendation,"Y Li,X Sun,H Chen,S Zhang… - IEEE Transactions on …, 2024 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10463173/,"Compared with only pursuing recommendation accuracy, the explainability of a recommendationmodel has drawn more attention in recent years. Many graph-based recommendations …",
[HTML][HTML]Analysis of Autonomous Penetration Testing Through Reinforcement Learning and Recommender Systems,"AC Moreno,A Hernandez-Suarez,G Sanchez-Perez… - Sensors, 2025 - mdpi.com",https://www.mdpi.com/1424-8220/25/1/211,"… This study considers these challenges, proposing a recommendation system based on acontext-rich, vocabulary-aware transformer capable of processing questions related to the …",
Killing Two Birds with One Stone: Unifying Retrieval and Ranking with a Single Generative Recommendation Model,"L Zhang, K Song, YQ Lee,W Guo,H Wang, Y Li… - arXiv preprint arXiv …, 2025 - arxiv.org",https://arxiv.org/abs/2504.16454,"… Breaking determinism: Fuzzy modeling of sequential recommendation using discrete statespace diffusion model. Advances in Neural Information Processing Systems 37 (2024), 22720…",
Integration of deep reinforcement learning with collaborative filtering for movie recommendation systems,"S Peng, S Siet,S Ilkhomjon, DY Kim,DS Park- Applied Sciences, 2024 - mdpi.com",https://www.mdpi.com/2076-3417/14/3/1155,"In the era of big data, effective recommendation systems are … This paper proposes aninnovative movie recommendation … ’s ability to navigate the recommendation space effectively, …",
FuXi-α: Scaling Recommendation Model with Feature Interaction Enhanced Transformer,"Y Ye,W Guo,JY Chin,H Wang, H Zhu, X Lin… - … Proceedings of the …, 2025 - dl.acm.org",https://dl.acm.org/doi/abs/10.1145/3701716.3715448?casa_token=pkj0x8fUEQwAAAAA:Dv_v4l4G24KxVe-QMTDbeXGT5REYsUCeNXAiDXhw2xtmUXRjP3nlXLPb9ncQgp1XJ1KLWOqDlhFFKA,… -scale recommendation models has gained significant attention. Recent advancements haveshown that expanding sequential recommendation models to large-scale recommendation …,
Personalized Route Recommendation Based on User Habits for Vehicle Navigation,"Y Huang, X Jin,M Fan, X Yang, F Jiang - Proceedings of the 2024 …, 2024 - dl.acm.org",https://dl.acm.org/doi/abs/10.1145/3704657.3704663?casa_token=jSfOrBF5vqcAAAAA:Tvmg2qXTmRKZP-hKkMhDUdMy3S9k_1bdqYyPgfwxx8HE2kJQbyqMOEnxv66tIM22P4nUp9of2rqbmw,"… to recommend personalized routes considering real-time traffic conditions[6]. However,when the state space is large, accurately computing the expected state visitation frequency …",
[PDF][PDF]Exercise Recommendation Algorithm Based on Reinforcement Learning.,"S Yu, J Li,T Zhang- Engineering Letters, 2024 - engineeringletters.com",https://www.engineeringletters.com/issues_v32/issue_10/EL_32_10_13.pdf,"… To address these challenges, this paper proposes an exercise recommendation algorithmthat combines the emerging fields of reinforcement learning and recommendation systems to …",
[HTML][HTML]A switching state-space transmission model for tracking epidemics and assessing interventions,"J Feng,L Wang- Computational Statistics & Data Analysis, 2024 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0167947324000616,"… To the best of our knowledge, this is the first study to incorporate a switching state-spacemodel with … In Section 2, we introduce the Beta-Dirichlet switching state-space SEIR model and …",
YOLOv5_mamba: unmanned aerial vehicle object detection based on bidirectional dense feedback network and adaptive gate feature fusion,"S Wu,X Lu, C Guo - Scientific Reports, 2024 - nature.com",https://www.nature.com/articles/s41598-024-73241-x,"… To obtain the best experience, we recommend you … , mamba, and transformer modules ininformation propagation within the network, providing justification for the choice of the mamba …",
CDCM: ChatGPT-aided diversity-aware causal model for interactive recommendation,"X Wen,W Nie, J Liu, Y Su, Y Zhang… - IEEE Transactions on …, 2024 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10387774/,"… ’t been much attention on recommendation diversity, which … preserving or even boostingrecommendation accuracy. To this … to assist the RL agent in recommendation policy learning. A …",Cited by 12
