published,Title,Survey 대상인가,요약,특이사항,Code,arxiv_abstract,Authors,Link,Citations
2025년 4월 3일 오후 8:44 (GMT+8),Audio-visual controlled video diffusion with masked selective state spaces modeling for natural talking head generation,Concrete-Non-RecSys,,Mamba + Video Generation,,"Talking head synthesis is vital for virtual avatars and human-computer
interaction. However, most existing methods are typically limited to accepting
control from a single primary modality, restricting their practical utility. To
this end, we introduce \textbf{ACTalker}, an end-to-end video diffusion
framework that supports both multi-signals control and single-signal control
for talking head video generation. For multiple control, we design a parallel
mamba structure with multiple branches, each utilizing a separate driving
signal to control specific facial regions. A gate mechanism is applied across
all branches, providing flexible control over video generation. To ensure
natural coordination of the controlled video both temporally and spatially, we
employ the mamba structure, which enables driving signals to manipulate feature
tokens across both dimensions in each branch. Additionally, we introduce a
mask-drop strategy that allows each driving signal to independently control its
corresponding facial region within the mamba structure, preventing control
conflicts. Experimental results demonstrate that our method produces
natural-looking facial videos driven by diverse signals and that the mamba
layer seamlessly integrates multiple driving modalities without conflict. The
project website can be found at
https://harlanhong.github.io/publications/actalker/index.html.","FT Hong, Z Xu,Z Zhou, J Zhou, X Li, Q Lin… - arXiv preprint arXiv …, 2025 - arxiv.org",https://arxiv.org/abs/2504.02542,
,MiM-UNet: An efficient building image segmentation network integrating state space models,Concrete-Non-RecSys,,Mamba + U-net + Vision (Image Segmentation),,,"D Liu, Z Wang,A Liang- Alexandria Engineering Journal, 2025 - Elsevier",https://www.sciencedirect.com/science/article/pii/S1110016825002029,
,Enhancing Heart Rate Prediction with Mamba and Simple-Attention Modules for Early Warning in Exercise,Concrete-Non-RecSys,,Mamba + Heart Rate Prediction,,,"H Zhang, Q Zhan, Z Wang… - 2024 5th International …, 2024 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10762452/,Related articles
,Selective state models are what you need for animal action recognition,Concrete-Non-RecSys,,Mamba + Vision (Recognition),,,"E Fazzari,D Romano,F Falchi,C Stefanini- Ecological Informatics, 2025 - Elsevier",https://www.sciencedirect.com/science/article/pii/S1574954124004977,
2024년 9월 9일 오후 9:16 (GMT+8),DSDFormer: An Innovative Transformer-Mamba Framework for Robust High-Precision Driver Distraction Identification,Concrete-Non-RecSys,,Mamba + Driver Distraction Identification (Vision + Health Stats),,"Driver distraction remains a leading cause of traffic accidents, posing a
critical threat to road safety globally. As intelligent transportation systems
evolve, accurate and real-time identification of driver distraction has become
essential. However, existing methods struggle to capture both global contextual
and fine-grained local features while contending with noisy labels in training
datasets. To address these challenges, we propose DSDFormer, a novel framework
that integrates the strengths of Transformer and Mamba architectures through a
Dual State Domain Attention (DSDA) mechanism, enabling a balance between
long-range dependencies and detailed feature extraction for robust driver
behavior recognition. Additionally, we introduce Temporal Reasoning Confident
Learning (TRCL), an unsupervised approach that refines noisy labels by
leveraging spatiotemporal correlations in video sequences. Our model achieves
state-of-the-art performance on the AUC-V1, AUC-V2, and 100-Driver datasets and
demonstrates real-time processing efficiency on the NVIDIA Jetson AGX Orin
platform. Extensive experimental results confirm that DSDFormer and TRCL
significantly improve both the accuracy and robustness of driver distraction
detection, offering a scalable solution to enhance road safety.","J Chen, Z Zhang, J Yu, H Huang, R Zhang, X Xu… - arXiv preprint arXiv …, 2024 - arxiv.org",https://arxiv.org/abs/2409.05587,
2024년 7월 30일 오후 11:12 (GMT+8),MambaCapsule: Towards Transparent Cardiac Disease Diagnosis with Electrocardiography Using Mamba Capsule Network,Concrete-Non-RecSys,,Mamba + Heart Rhythm Sequence Classification,,"Cardiac arrhythmia, a condition characterized by irregular heartbeats, often
serves as an early indication of various heart ailments. With the advent of
deep learning, numerous innovative models have been introduced for diagnosing
arrhythmias using Electrocardiogram (ECG) signals. However, recent studies
solely focus on the performance of models, neglecting the interpretation of
their results. This leads to a considerable lack of transparency, posing a
significant risk in the actual diagnostic process. To solve this problem, this
paper introduces MambaCapsule, a deep neural networks for ECG arrhythmias
classification, which increases the explainability of the model while enhancing
the accuracy.Our model utilizes Mamba for feature extraction and Capsule
networks for prediction, providing not only a confidence score but also signal
features. Akin to the processing mechanism of human brain, the model learns
signal features and their relationship between them by reconstructing ECG
signals in the predicted selection. The model evaluation was conducted on
MIT-BIH and PTB dataset, following the AAMI standard. MambaCapsule has achieved
a total accuracy of 99.54% and 99.59% on the test sets respectively. These
results demonstrate the promising performance of under the standard test
protocol.","Y Xu, X Liu, Z Kong,Y Wu, Y Wang,Y Lu,H Gao… - arXiv preprint arXiv …, 2024 - arxiv.org",https://arxiv.org/abs/2407.20893,
2024년 10월 3일 오후 5:38 (GMT+8),TRIS-HAR: Transmissive Reconfigurable Intelligent Surfaces-assisted Cognitive Wireless Human Activity Recognition Using State Space Models,Concrete-Non-RecSys,,Mamba + Human Activity Recognition,,"Human activity recognition (HAR) using radio frequency (RF) signals has
garnered considerable attention for its applications in smart environments.
However, traditional systems often struggle with limited independent channels
between transmitters and receivers, multipath fading, and environmental noise,
which particularly degrades performance in through-the-wall scenarios. In this
paper, we present a transmissive reconfigurable intelligent surface
(TRIS)-assisted through-the-wall human activity recognition (TRIS-HAR) system.
The system employs TRIS technology to actively reshape wireless signal
propagation, creating multiple independent paths to enhance signal clarity and
improve recognition accuracy in complex indoor settings. Additionally, we
propose the Human intelligence Mamba (HiMamba), an advanced state space model
that captures temporal and frequency-based information for precise activity
recognition. HiMamba achieves state-of-the-art performance on two public
datasets, demonstrating superior accuracy. Extensive experiments indicate that
the TRIS-HAR system improves recognition performance from 85.00% to 98.06% in
laboratory conditions and maintains high performance across various
environments. This approach offers a robust solution for enhancing RF-based
HAR, with promising applications in smart home and elderly care systems.","J Liu,Y Huang,X Shi,R Xiong, J Zhang,T Mi… - arXiv preprint arXiv …, 2024 - arxiv.org",https://arxiv.org/abs/2410.02334,
,HiSS-Csp: Hierarchical State Space Models for Continuous Sequence Prediction,Concrete-RecSys-Related,,"Mamba Enhanced + Sequence Modeling
CMU + FAIR(Meta) + NYU ",,,V Pattabiraman- 2024 - search.proquest.com,https://search.proquest.com/openview/ec31c56b57eaa922eaf25b64bde0e88f/1?pq-origsite=gscholar&cbl=18750&diss=y,Related articles
2024년 9월 25일 오후 1:12 (GMT+8),"Train once, deploy anywhere: Matryoshka representation learning for multimodal recommendation",Concrete-RecSys,,"Not exactly Mamba, but Inspired by linear recurrence
UC Berkerly",,"Despite recent advancements in language and vision modeling, integrating rich
multimodal knowledge into recommender systems continues to pose significant
challenges. This is primarily due to the need for efficient recommendation,
which requires adaptive and interactive responses. In this study, we focus on
sequential recommendation and introduce a lightweight framework called
full-scale Matryoshka representation learning for multimodal recommendation
(fMRLRec). Our fMRLRec captures item features at different granularities,
learning informative representations for efficient recommendation across
multiple dimensions. To integrate item features from diverse modalities,
fMRLRec employs a simple mapping to project multimodal item features into an
aligned feature space. Additionally, we design an efficient linear
transformation that embeds smaller features into larger ones, substantially
reducing memory requirements for large-scale training on recommendation data.
Combined with improved state space modeling techniques, fMRLRec scales to
different dimensions and only requires one-time training to produce multiple
models tailored to various granularities. We demonstrate the effectiveness and
efficiency of fMRLRec on multiple benchmark datasets, which consistently
achieves superior performance over state-of-the-art baseline methods. We make
our code and data publicly available at https://github.com/yueqirex/fMRLRec.","Y Wang,Z Yue,H Zeng,D Wang,J McAuley- arXiv preprint arXiv …, 2024 - arxiv.org",https://arxiv.org/abs/2409.16627,
,CS660-Final Report Applying Mamba to GNNs,,,What is this?,,,J Shivottam,,Related articles
